Model,Feature Group,Batch Size,Patience,Epochs,Learning Rate,Monitor Metric,Test Accuracy
DNN-5,spectral_contrast,64,3,100,0.001,val_accuracy,0.3888888955116272
DNN-1,spectral_contrast,64,5,100,0.001,val_accuracy,0.3888888955116272
DNN-4,mfcc13,64,3,50,0.0001,val_accuracy,0.3888888955116272
DNN-0,spectral_contrast,128,5,50,0.001,val_accuracy,0.3888888955116272
DNN-7,mfcc13,128,5,50,0.0001,val_accuracy,0.3888888955116272
DNN-5,spectral_contrast,128,3,100,0.0005,val_accuracy,0.3888888955116272
DNN-0,spectral_contrast,128,3,100,0.001,val_accuracy,0.3888888955116272
DNN-4,spectral_contrast,64,10,50,0.0005,val_accuracy,0.3888888955116272
DNN-4,spectral_contrast,64,3,50,0.001,val_accuracy,0.3888888955116272
DNN-8,rms,64,10,50,0.001,val_accuracy,0.3888888955116272
DNN-9,rms,64,10,100,0.0005,val_accuracy,0.3819444477558136
DNN-1,spectral_contrast,64,5,50,0.0005,val_accuracy,0.3819444477558136
DNN-0,spectral_contrast,64,5,50,0.0005,val_accuracy,0.3819444477558136
DNN-0,spectral_contrast,128,3,50,0.001,val_accuracy,0.3819444477558136
DNN-0,spectral_contrast,128,3,50,0.0005,val_accuracy,0.3819444477558136
DNN-9,rms,64,5,50,0.0001,val_accuracy,0.3819444477558136
DNN-3,logmel,128,5,100,0.001,val_accuracy,0.3819444477558136
DNN-4,mfcc20,128,5,50,0.0001,val_accuracy,0.3819444477558136
DNN-2,rms,64,10,100,0.001,val_accuracy,0.3819444477558136
DNN-2,spectral_contrast,64,10,50,0.0001,val_accuracy,0.3819444477558136
DNN-0,spectral_contrast,128,10,100,0.001,val_accuracy,0.3819444477558136
DNN-2,chroma,128,10,100,0.0005,val_accuracy,0.3819444477558136
DNN-7,spectral_contrast,64,3,50,0.001,val_accuracy,0.3819444477558136
DNN-6,spectral_contrast,64,10,50,0.0001,val_accuracy,0.3819444477558136
DNN-5,rms,64,5,100,0.0001,val_accuracy,0.3819444477558136
DNN-1,spectral_contrast,64,3,50,0.0001,val_accuracy,0.3819444477558136
DNN-1,spectral_contrast,64,10,50,0.0001,val_accuracy,0.3819444477558136
DNN-2,spectral_contrast,64,3,50,0.0005,val_accuracy,0.3819444477558136
DNN-6,logmel,128,3,100,0.0005,val_accuracy,0.3819444477558136
DNN-4,spectral_contrast,64,5,50,0.0005,val_accuracy,0.3819444477558136
DNN-1,spectral_contrast,128,3,50,0.001,val_accuracy,0.3819444477558136
DNN-1,spectral_contrast,128,10,100,0.0001,val_accuracy,0.3819444477558136
DNN-4,spectral_contrast,128,5,50,0.0005,val_accuracy,0.3819444477558136
DNN-3,spectral_contrast,64,5,100,0.0001,val_accuracy,0.3819444477558136
DNN-3,spectral_contrast,128,10,50,0.0001,val_accuracy,0.3819444477558136
DNN-8,rms,128,3,100,0.0005,val_accuracy,0.3819444477558136
DNN-0,spectral_contrast,64,10,100,0.0005,val_accuracy,0.3819444477558136
DNN-0,spectral_contrast,128,5,100,0.001,val_accuracy,0.3819444477558136
DNN-0,spectral_contrast,64,3,50,0.0005,val_accuracy,0.3819444477558136
DNN-8,rms,128,10,100,0.0001,val_accuracy,0.375
DNN-3,rms,128,3,50,0.001,val_accuracy,0.375
DNN-3,rms,128,10,100,0.0001,val_accuracy,0.375
DNN-6,spectral_contrast,64,3,100,0.0001,val_accuracy,0.375
DNN-8,rms,128,3,50,0.0005,val_accuracy,0.375
DNN-8,spectral_contrast,64,3,100,0.0001,val_accuracy,0.375
DNN-1,spectral_contrast,128,5,50,0.001,val_accuracy,0.375
DNN-8,rms,128,5,50,0.001,val_accuracy,0.375
DNN-0,rms,64,5,50,0.0001,val_accuracy,0.375
DNN-0,rms,128,3,100,0.0005,val_accuracy,0.375
DNN-0,rms,128,3,50,0.0005,val_accuracy,0.375
DNN-0,rms,128,10,100,0.0005,val_accuracy,0.375
DNN-0,rms,64,10,50,0.0001,val_accuracy,0.375
DNN-9,rms,128,10,50,0.0005,val_accuracy,0.375
DNN-0,rms,128,5,100,0.0005,val_accuracy,0.375
DNN-5,rms,128,5,100,0.0001,val_accuracy,0.375
DNN-9,rms,64,3,100,0.0001,val_accuracy,0.375
DNN-2,chroma,64,10,50,0.0005,val_accuracy,0.375
DNN-6,spectral_contrast,64,3,50,0.0001,val_accuracy,0.375
DNN-0,logmel,128,3,100,0.0001,val_accuracy,0.375
DNN-6,rms,64,10,50,0.001,val_accuracy,0.375
DNN-3,chroma,64,3,100,0.0001,val_accuracy,0.375
DNN-4,chroma,64,10,100,0.001,val_accuracy,0.375
DNN-5,chroma,128,5,100,0.001,val_accuracy,0.375
DNN-0,spectral_contrast,64,3,100,0.0005,val_accuracy,0.375
DNN-5,rms,64,10,50,0.001,val_accuracy,0.375
DNN-1,spectral_contrast,128,5,100,0.0005,val_accuracy,0.3680555522441864
DNN-5,rms,128,3,100,0.0001,val_accuracy,0.3680555522441864
DNN-0,rms,64,5,50,0.0005,val_accuracy,0.3680555522441864
DNN-9,rms,128,5,100,0.001,val_accuracy,0.3680555522441864
DNN-6,rms,64,10,50,0.0001,val_accuracy,0.3680555522441864
DNN-9,rms,128,10,100,0.0001,val_accuracy,0.3680555522441864
DNN-7,spectral_contrast,128,5,100,0.0005,val_accuracy,0.3680555522441864
DNN-5,zcr,64,10,50,0.001,val_accuracy,0.3680555522441864
DNN-4,mfcc40,128,3,50,0.0001,val_accuracy,0.3680555522441864
DNN-5,rms,128,5,50,0.0001,val_accuracy,0.3680555522441864
DNN-4,logmel,128,3,50,0.0001,val_accuracy,0.3680555522441864
DNN-0,rms,64,10,100,0.0001,val_accuracy,0.3680555522441864
DNN-0,spectral_contrast,64,5,100,0.0005,val_accuracy,0.3680555522441864
DNN-3,chroma,64,10,50,0.001,val_accuracy,0.3680555522441864
DNN-4,spectral_contrast,64,10,100,0.0001,val_accuracy,0.3680555522441864
DNN-6,chroma,64,5,100,0.001,val_accuracy,0.3680555522441864
DNN-0,rms,64,10,100,0.001,val_accuracy,0.3680555522441864
DNN-4,spectral_contrast,64,5,100,0.0001,val_accuracy,0.3680555522441864
DNN-3,spectral_contrast,128,5,100,0.0001,val_accuracy,0.3680555522441864
DNN-8,rms,128,10,100,0.001,val_accuracy,0.3680555522441864
DNN-3,rms,64,3,50,0.0005,val_accuracy,0.3680555522441864
DNN-5,spectral_contrast,128,3,100,0.0001,val_accuracy,0.3680555522441864
DNN-8,spectral_contrast,128,5,50,0.0001,val_accuracy,0.3680555522441864
DNN-4,mfcc20,128,3,50,0.0001,val_accuracy,0.3680555522441864
DNN-0,spectral_contrast,64,10,50,0.001,val_accuracy,0.3680555522441864
DNN-5,rms,64,10,50,0.0005,val_accuracy,0.3680555522441864
DNN-1,rms,64,5,100,0.0005,val_accuracy,0.3680555522441864
DNN-3,spectral_contrast,64,5,50,0.0001,val_accuracy,0.3680555522441864
DNN-8,rms,64,5,50,0.0001,val_accuracy,0.3680555522441864
DNN-6,spectral_contrast,128,10,100,0.0001,val_accuracy,0.3680555522441864
DNN-9,rms,128,10,100,0.0005,val_accuracy,0.3680555522441864
DNN-9,chroma,64,5,100,0.0005,val_accuracy,0.3680555522441864
DNN-6,chroma,64,10,50,0.001,val_accuracy,0.3611111044883728
DNN-0,rms,128,3,100,0.001,val_accuracy,0.3611111044883728
DNN-0,rms,128,10,50,0.001,val_accuracy,0.3611111044883728
DNN-6,chroma,64,5,50,0.0001,val_accuracy,0.3611111044883728
DNN-7,logmel,128,3,100,0.0001,val_accuracy,0.3611111044883728
DNN-8,chroma,128,5,100,0.001,val_accuracy,0.3611111044883728
DNN-9,rms,128,3,100,0.0005,val_accuracy,0.3611111044883728
DNN-0,rms,64,5,100,0.001,val_accuracy,0.3611111044883728
DNN-0,spectral_contrast,128,3,100,0.0001,val_accuracy,0.3611111044883728
DNN-8,rms,128,10,100,0.0005,val_accuracy,0.3611111044883728
DNN-8,zcr,128,10,50,0.0005,val_accuracy,0.3611111044883728
DNN-9,zcr,64,3,100,0.001,val_accuracy,0.3611111044883728
DNN-4,mfcc13,128,3,50,0.0001,val_accuracy,0.3611111044883728
DNN-0,rms,128,3,50,0.001,val_accuracy,0.3611111044883728
DNN-9,zcr,64,10,50,0.001,val_accuracy,0.3611111044883728
DNN-3,rms,128,3,100,0.001,val_accuracy,0.3611111044883728
DNN-3,chroma,128,3,50,0.0005,val_accuracy,0.3611111044883728
DNN-5,chroma,128,5,50,0.001,val_accuracy,0.3611111044883728
DNN-5,chroma,128,3,100,0.001,val_accuracy,0.3611111044883728
DNN-8,rms,128,5,100,0.0005,val_accuracy,0.3611111044883728
DNN-3,logmel,128,3,100,0.001,val_accuracy,0.3611111044883728
DNN-2,rms,64,10,50,0.001,val_accuracy,0.3611111044883728
DNN-2,rms,64,5,100,0.001,val_accuracy,0.3611111044883728
DNN-9,rms,64,10,100,0.0001,val_accuracy,0.3611111044883728
DNN-9,rms,128,5,50,0.001,val_accuracy,0.3611111044883728
DNN-2,rms,128,10,50,0.001,val_accuracy,0.3611111044883728
DNN-5,chroma,128,10,50,0.0001,val_accuracy,0.3611111044883728
DNN-5,rms,128,5,100,0.0005,val_accuracy,0.3611111044883728
DNN-8,rms,64,3,100,0.0005,val_accuracy,0.3611111044883728
DNN-2,chroma,64,3,100,0.0005,val_accuracy,0.3611111044883728
DNN-2,chroma,64,10,50,0.001,val_accuracy,0.3611111044883728
DNN-0,spectral_contrast,128,5,50,0.0005,val_accuracy,0.3611111044883728
DNN-8,rms,64,3,50,0.0001,val_accuracy,0.3611111044883728
DNN-6,rms,128,5,100,0.0005,val_accuracy,0.3611111044883728
DNN-5,chroma,64,5,100,0.001,val_accuracy,0.3611111044883728
DNN-0,spectral_contrast,64,5,100,0.001,val_accuracy,0.3611111044883728
DNN-6,spectral_contrast,128,3,50,0.0001,val_accuracy,0.3611111044883728
DNN-5,rms,64,5,50,0.0001,val_accuracy,0.3611111044883728
DNN-8,spectral_contrast,128,3,100,0.0001,val_accuracy,0.3611111044883728
DNN-1,spectral_contrast,128,5,100,0.0001,val_accuracy,0.3611111044883728
DNN-3,rms,64,3,50,0.0001,val_accuracy,0.3541666567325592
DNN-3,rms,64,10,50,0.0005,val_accuracy,0.3541666567325592
DNN-7,mfcc13,64,5,50,0.0001,val_accuracy,0.3541666567325592
DNN-1,rms,64,10,100,0.0005,val_accuracy,0.3541666567325592
DNN-8,rms,128,10,50,0.001,val_accuracy,0.3541666567325592
DNN-9,chroma,64,10,100,0.001,val_accuracy,0.3541666567325592
DNN-9,chroma,128,10,100,0.0005,val_accuracy,0.3541666567325592
DNN-3,rms,128,3,50,0.0005,val_accuracy,0.3541666567325592
DNN-7,mfcc20,64,3,100,0.0001,val_accuracy,0.3541666567325592
DNN-7,spectral_contrast,128,5,50,0.0005,val_accuracy,0.3541666567325592
DNN-7,spectral_contrast,128,10,50,0.0005,val_accuracy,0.3541666567325592
DNN-3,chroma,128,3,50,0.001,val_accuracy,0.3541666567325592
DNN-8,chroma,128,3,50,0.001,val_accuracy,0.3541666567325592
DNN-2,spectral_contrast,128,3,50,0.0001,val_accuracy,0.3541666567325592
DNN-6,chroma,128,3,100,0.0005,val_accuracy,0.3541666567325592
DNN-3,zcr,64,10,100,0.0005,val_accuracy,0.3541666567325592
DNN-6,zcr,128,5,100,0.001,val_accuracy,0.3541666567325592
DNN-0,rms,128,10,50,0.0001,val_accuracy,0.3541666567325592
DNN-0,rms,64,3,50,0.001,val_accuracy,0.3541666567325592
DNN-0,rms,64,5,100,0.0005,val_accuracy,0.3541666567325592
DNN-0,rms,64,10,100,0.0005,val_accuracy,0.3541666567325592
DNN-6,shimmer,128,5,100,0.001,val_accuracy,0.3541666567325592
DNN-5,rms,64,3,100,0.001,val_accuracy,0.3541666567325592
DNN-0,rms,128,10,100,0.0001,val_accuracy,0.3541666567325592
DNN-1,rms,128,10,50,0.001,val_accuracy,0.3541666567325592
DNN-3,spectral_contrast,128,10,100,0.0001,val_accuracy,0.3541666567325592
DNN-2,chroma,64,3,50,0.0005,val_accuracy,0.3541666567325592
DNN-8,rms,64,10,100,0.0001,val_accuracy,0.3541666567325592
DNN-4,spectral_contrast,64,3,100,0.0005,val_accuracy,0.3541666567325592
DNN-6,rms,128,10,50,0.0001,val_accuracy,0.3541666567325592
DNN-1,spectral_contrast,128,5,50,0.0001,val_accuracy,0.3541666567325592
DNN-6,rms,128,3,50,0.001,val_accuracy,0.3541666567325592
DNN-3,chroma,64,3,50,0.001,val_accuracy,0.3541666567325592
DNN-0,rms,128,5,50,0.0005,val_accuracy,0.3541666567325592
DNN-5,rms,128,10,50,0.0005,val_accuracy,0.3541666567325592
DNN-2,rms,128,10,100,0.001,val_accuracy,0.3541666567325592
DNN-8,rms,64,3,100,0.0001,val_accuracy,0.3541666567325592
DNN-9,rms,64,3,100,0.0005,val_accuracy,0.3541666567325592
DNN-9,rms,128,3,50,0.001,val_accuracy,0.3541666567325592
DNN-6,rms,128,10,100,0.001,val_accuracy,0.3541666567325592
DNN-8,rms,128,5,50,0.0001,val_accuracy,0.3541666567325592
DNN-5,chroma,128,10,100,0.0005,val_accuracy,0.3541666567325592
DNN-0,spectral_contrast,128,3,50,0.0001,val_accuracy,0.3541666567325592
DNN-0,spectral_contrast,128,5,50,0.0001,val_accuracy,0.3541666567325592
DNN-3,rms,128,5,50,0.001,val_accuracy,0.3541666567325592
DNN-3,rms,64,10,100,0.0001,val_accuracy,0.3541666567325592
DNN-3,rms,64,5,50,0.001,val_accuracy,0.3541666567325592
DNN-8,rms,64,5,100,0.0001,val_accuracy,0.3472222089767456
DNN-3,rms,128,10,50,0.0001,val_accuracy,0.3472222089767456
DNN-8,chroma,64,10,50,0.0005,val_accuracy,0.3472222089767456
DNN-5,chroma,128,5,100,0.0005,val_accuracy,0.3472222089767456
DNN-8,rms,128,3,100,0.001,val_accuracy,0.3472222089767456
DNN-0,rms,128,10,100,0.001,val_accuracy,0.3472222089767456
DNN-1,chroma,128,5,50,0.001,val_accuracy,0.3472222089767456
DNN-9,chroma,64,10,50,0.0001,val_accuracy,0.3472222089767456
DNN-3,spectral_centroid,128,5,50,0.001,val_accuracy,0.3472222089767456
DNN-8,rms,128,3,50,0.0001,val_accuracy,0.3472222089767456
DNN-5,spectral_centroid,64,10,100,0.001,val_accuracy,0.3472222089767456
DNN-1,rms,128,10,100,0.0005,val_accuracy,0.3472222089767456
DNN-6,rms,64,5,50,0.001,val_accuracy,0.3472222089767456
DNN-0,rms,128,5,100,0.001,val_accuracy,0.3472222089767456
DNN-0,rms,64,10,50,0.0005,val_accuracy,0.3472222089767456
DNN-2,chroma,128,3,100,0.0005,val_accuracy,0.3472222089767456
DNN-9,rms,64,10,50,0.0001,val_accuracy,0.3472222089767456
DNN-0,rms,128,5,50,0.001,val_accuracy,0.3472222089767456
DNN-6,chroma,64,5,50,0.0005,val_accuracy,0.3472222089767456
DNN-6,rms,128,3,50,0.0005,val_accuracy,0.3472222089767456
DNN-6,rms,64,3,50,0.001,val_accuracy,0.3472222089767456
DNN-7,rms,128,3,100,0.001,val_accuracy,0.3472222089767456
DNN-6,chroma,128,5,50,0.0005,val_accuracy,0.3472222089767456
DNN-0,rms,64,5,50,0.001,val_accuracy,0.3472222089767456
DNN-2,chroma,128,10,50,0.001,val_accuracy,0.3472222089767456
DNN-7,spectral_contrast,128,3,100,0.001,val_accuracy,0.3472222089767456
DNN-0,spectral_contrast,64,3,100,0.001,val_accuracy,0.3472222089767456
DNN-9,rms,64,10,50,0.001,val_accuracy,0.3472222089767456
DNN-9,rms,128,3,50,0.0005,val_accuracy,0.3472222089767456
DNN-6,spectral_contrast,128,3,100,0.0001,val_accuracy,0.3472222089767456
DNN-9,rms,128,3,50,0.0001,val_accuracy,0.3472222089767456
DNN-5,rms,64,3,50,0.0001,val_accuracy,0.3472222089767456
DNN-1,rms,64,5,50,0.0005,val_accuracy,0.3472222089767456
DNN-6,rms,64,10,100,0.0001,val_accuracy,0.3472222089767456
DNN-6,rms,64,10,100,0.0005,val_accuracy,0.3472222089767456
DNN-1,rms,128,5,100,0.0001,val_accuracy,0.3472222089767456
DNN-5,rms,128,3,100,0.0005,val_accuracy,0.3472222089767456
DNN-6,rms,128,5,50,0.0001,val_accuracy,0.3472222089767456
DNN-2,rms,64,3,100,0.0005,val_accuracy,0.3472222089767456
DNN-6,rms,64,5,100,0.0005,val_accuracy,0.3472222089767456
DNN-3,chroma,64,5,50,0.0001,val_accuracy,0.3472222089767456
DNN-6,rms,64,10,50,0.0005,val_accuracy,0.3472222089767456
DNN-4,rms,64,10,50,0.0001,val_accuracy,0.3472222089767456
DNN-7,mfcc20,64,5,100,0.0001,val_accuracy,0.3472222089767456
DNN-0,rms,64,3,50,0.0005,val_accuracy,0.3472222089767456
DNN-8,rms,64,5,50,0.001,val_accuracy,0.3472222089767456
DNN-7,chroma,64,3,100,0.0005,val_accuracy,0.3472222089767456
DNN-8,rms,64,3,50,0.0005,val_accuracy,0.3472222089767456
DNN-7,mfcc20,128,3,100,0.0001,val_accuracy,0.3472222089767456
DNN-8,chroma,128,3,100,0.001,val_accuracy,0.3472222089767456
DNN-0,spectral_contrast,128,5,100,0.0001,val_accuracy,0.3472222089767456
DNN-3,rms,64,3,100,0.0005,val_accuracy,0.3402777910232544
DNN-3,rms,64,5,50,0.0005,val_accuracy,0.3402777910232544
DNN-0,chroma,64,5,50,0.0001,val_accuracy,0.3402777910232544
DNN-5,rms,64,3,100,0.0001,val_accuracy,0.3402777910232544
DNN-3,rms,128,5,100,0.001,val_accuracy,0.3402777910232544
DNN-3,rms,64,10,50,0.0001,val_accuracy,0.3402777910232544
DNN-0,rms,128,3,50,0.0001,val_accuracy,0.3402777910232544
DNN-8,rms,128,5,50,0.0005,val_accuracy,0.3402777910232544
DNN-5,zcr,64,3,50,0.0005,val_accuracy,0.3402777910232544
DNN-4,rms,64,5,100,0.001,val_accuracy,0.3402777910232544
DNN-4,chroma,64,5,50,0.001,val_accuracy,0.3402777910232544
DNN-4,rms,64,10,50,0.001,val_accuracy,0.3402777910232544
DNN-1,rms,128,5,50,0.001,val_accuracy,0.3402777910232544
DNN-5,rms,128,3,50,0.0005,val_accuracy,0.3402777910232544
DNN-2,rms,64,5,50,0.001,val_accuracy,0.3402777910232544
DNN-5,rms,128,10,100,0.0005,val_accuracy,0.3402777910232544
DNN-0,spectral_contrast,64,3,50,0.001,val_accuracy,0.3402777910232544
DNN-9,rms,64,5,100,0.0001,val_accuracy,0.3402777910232544
DNN-1,rms,128,5,100,0.0005,val_accuracy,0.3402777910232544
DNN-1,rms,128,5,50,0.0001,val_accuracy,0.3402777910232544
DNN-5,rms,128,5,100,0.001,val_accuracy,0.3402777910232544
DNN-2,chroma,64,5,100,0.0005,val_accuracy,0.3402777910232544
DNN-6,rms,128,10,50,0.0005,val_accuracy,0.3402777910232544
DNN-7,spectral_contrast,64,10,100,0.0001,val_accuracy,0.3402777910232544
DNN-7,spectral_contrast,64,3,100,0.0005,val_accuracy,0.3402777910232544
DNN-2,chroma,128,10,100,0.0001,val_accuracy,0.3402777910232544
DNN-6,spectral_contrast,128,5,50,0.0001,val_accuracy,0.3402777910232544
DNN-0,shimmer,64,10,50,0.0005,val_accuracy,0.3402777910232544
DNN-6,chroma,64,5,100,0.0005,val_accuracy,0.3402777910232544
DNN-6,chroma,128,3,100,0.001,val_accuracy,0.3402777910232544
DNN-5,chroma,64,5,50,0.0005,val_accuracy,0.3402777910232544
DNN-9,rms,128,10,50,0.0001,val_accuracy,0.3402777910232544
DNN-3,chroma,128,5,100,0.0005,val_accuracy,0.3402777910232544
DNN-2,rms,128,10,50,0.0005,val_accuracy,0.3402777910232544
DNN-6,chroma,64,3,50,0.001,val_accuracy,0.3402777910232544
DNN-9,rms,64,5,50,0.0005,val_accuracy,0.3402777910232544
DNN-8,zcr,128,5,100,0.0005,val_accuracy,0.3402777910232544
DNN-0,spectral_contrast,128,10,50,0.0001,val_accuracy,0.3402777910232544
DNN-3,chroma,64,5,100,0.0005,val_accuracy,0.3402777910232544
DNN-8,rms,128,10,50,0.0001,val_accuracy,0.3402777910232544
DNN-7,mfcc20,128,10,100,0.0001,val_accuracy,0.3402777910232544
DNN-8,rms,128,3,100,0.0001,val_accuracy,0.3402777910232544
DNN-3,rms,64,10,100,0.0005,val_accuracy,0.3402777910232544
DNN-9,zcr,64,3,50,0.0005,val_accuracy,0.3402777910232544
DNN-2,chroma,128,10,100,0.001,val_accuracy,0.3402777910232544
DNN-0,rms,64,3,100,0.001,val_accuracy,0.3402777910232544
DNN-5,rms,128,3,50,0.001,val_accuracy,0.3402777910232544
DNN-5,rms,64,5,100,0.0005,val_accuracy,0.3402777910232544
DNN-3,chroma,128,5,50,0.001,val_accuracy,0.3402777910232544
DNN-8,rms,64,5,50,0.0005,val_accuracy,0.3402777910232544
DNN-4,rms,128,5,100,0.001,val_accuracy,0.3402777910232544
DNN-9,zcr,128,3,50,0.001,val_accuracy,0.3402777910232544
DNN-9,zcr,128,5,100,0.001,val_accuracy,0.3402777910232544
DNN-8,chroma,64,10,100,0.001,val_accuracy,0.3402777910232544
DNN-0,rms,64,10,50,0.001,val_accuracy,0.3402777910232544
DNN-8,rms,64,5,100,0.0005,val_accuracy,0.3402777910232544
DNN-4,spectral_contrast,128,5,100,0.001,val_accuracy,0.3402777910232544
DNN-6,shimmer,64,5,50,0.0001,val_accuracy,0.3402777910232544
DNN-8,rms,64,10,100,0.001,val_accuracy,0.3333333432674408
DNN-3,rms,64,3,50,0.001,val_accuracy,0.3333333432674408
DNN-3,rms,64,5,100,0.0001,val_accuracy,0.3333333432674408
DNN-8,chroma,128,3,100,0.0005,val_accuracy,0.3333333432674408
DNN-3,rms,64,5,50,0.0001,val_accuracy,0.3333333432674408
DNN-9,chroma,128,10,100,0.001,val_accuracy,0.3333333432674408
DNN-9,chroma,128,5,50,0.001,val_accuracy,0.3333333432674408
DNN-3,rms,128,5,50,0.0001,val_accuracy,0.3333333432674408
DNN-3,shimmer,64,5,100,0.0001,val_accuracy,0.3333333432674408
DNN-8,rms,64,10,50,0.0001,val_accuracy,0.3333333432674408
DNN-7,rms,64,5,50,0.001,val_accuracy,0.3333333432674408
DNN-7,shimmer,128,10,100,0.001,val_accuracy,0.3333333432674408
DNN-8,chroma,64,10,100,0.0005,val_accuracy,0.3333333432674408
DNN-6,shimmer,64,10,50,0.0005,val_accuracy,0.3333333432674408
DNN-6,rms,128,10,100,0.0001,val_accuracy,0.3333333432674408
DNN-8,zcr,128,10,100,0.001,val_accuracy,0.3333333432674408
DNN-2,chroma,64,10,100,0.0001,val_accuracy,0.3333333432674408
DNN-7,spectral_contrast,128,10,50,0.0001,val_accuracy,0.3333333432674408
DNN-5,rms,128,5,50,0.0005,val_accuracy,0.3333333432674408
DNN-5,rms,64,10,50,0.0001,val_accuracy,0.3333333432674408
DNN-5,rms,64,3,100,0.0005,val_accuracy,0.3333333432674408
DNN-9,chroma,128,3,100,0.001,val_accuracy,0.3333333432674408
DNN-5,chroma,128,3,50,0.0005,val_accuracy,0.3333333432674408
DNN-3,spectral_contrast,128,3,50,0.0001,val_accuracy,0.3333333432674408
DNN-9,chroma,64,5,50,0.0005,val_accuracy,0.3333333432674408
DNN-5,chroma,64,10,50,0.0005,val_accuracy,0.3333333432674408
DNN-9,chroma,64,3,50,0.001,val_accuracy,0.3333333432674408
DNN-3,chroma,64,5,50,0.001,val_accuracy,0.3333333432674408
DNN-3,chroma,128,10,100,0.0001,val_accuracy,0.3333333432674408
DNN-8,rms,64,5,100,0.001,val_accuracy,0.3333333432674408
DNN-3,chroma,128,5,50,0.0001,val_accuracy,0.3333333432674408
DNN-0,shimmer,64,5,50,0.0001,val_accuracy,0.3333333432674408
DNN-7,rms,128,10,50,0.0005,val_accuracy,0.3333333432674408
DNN-1,rms,64,5,50,0.0001,val_accuracy,0.3333333432674408
DNN-6,rms,64,5,50,0.0005,val_accuracy,0.3333333432674408
DNN-7,rms,64,10,50,0.0005,val_accuracy,0.3333333432674408
DNN-9,rms,128,5,100,0.0005,val_accuracy,0.3333333432674408
DNN-5,rms,128,3,100,0.001,val_accuracy,0.3333333432674408
DNN-9,rms,128,10,50,0.001,val_accuracy,0.3333333432674408
DNN-5,zcr,64,5,50,0.001,val_accuracy,0.3333333432674408
DNN-5,zcr,64,10,100,0.001,val_accuracy,0.3333333432674408
DNN-8,zcr,64,5,50,0.0005,val_accuracy,0.3333333432674408
DNN-7,rms,64,10,50,0.001,val_accuracy,0.3333333432674408
DNN-6,chroma,128,5,100,0.0001,val_accuracy,0.3333333432674408
DNN-6,chroma,64,10,100,0.0005,val_accuracy,0.3333333432674408
DNN-6,chroma,128,5,100,0.001,val_accuracy,0.3333333432674408
DNN-1,rms,64,10,50,0.0005,val_accuracy,0.3333333432674408
DNN-6,chroma,64,10,50,0.0005,val_accuracy,0.3333333432674408
DNN-7,shimmer,64,10,100,0.001,val_accuracy,0.3333333432674408
DNN-2,chroma,128,10,50,0.0005,val_accuracy,0.3333333432674408
DNN-7,spectral_contrast,128,3,100,0.0005,val_accuracy,0.3333333432674408
DNN-1,rms,64,3,50,0.0005,val_accuracy,0.3333333432674408
DNN-6,rms,64,5,100,0.0001,val_accuracy,0.3333333432674408
DNN-2,rms,128,5,50,0.0001,val_accuracy,0.3333333432674408
DNN-2,chroma,64,5,50,0.001,val_accuracy,0.3333333432674408
DNN-5,rms,128,3,50,0.0001,val_accuracy,0.3333333432674408
DNN-6,rms,64,10,100,0.001,val_accuracy,0.3333333432674408
DNN-0,logmel,64,5,100,0.0005,val_accuracy,0.3333333432674408
